EMPLOYEE_ID,EMPLOYEE_NAME,DESIGNATION,DEPARTMENT,EMAIL,PHONE,REGION,COUNTRY,JOIN_DATE,STATUS,PROFILE_IMAGE,DISPLAY_COLOR,OLD_EMPLOYEE_CODE,LEGACY_EMPLOYEE_ID,EXPORT_FLAG,CACHE_KEY,TEMP_FLAG,ICON_NAME,REPORT_GROUP,MIGRATION_BATCH
EMP00253,Amit Verma,Store Manager,Inventory,amit.verma@hoj.com,+917929488174,Asia-East,USA,2022-10-10,INACTIVE,emp_253.jpg,#45B7D1,OLD253,253,0,emp_253,0,user_icon,GROUP3,BATCH_2021
EMP00254,Rajesh Kumar,Store Manager,Sales,rajesh.kumar@hoj.com,+916611159177,Europe,UAE,2024-10-28,ACTIVE,emp_254.jpg,#FF6B6B,OLD254,254,1,emp_254,0,user_icon,GROUP4,BATCH_2022
EMP00255,Deepika Verma,Assistant,HR,deepika.verma@hoj.com,+917936571758,Asia-East,UK,2026-05-12,ON_LEAVE,emp_255.jpg,#4ECDC4,OLD255,255,0,emp_255,0,user_icon,GROUP4,BATCH_2023
EMP00256,Mohit Kumar,Analyst,Finance,mohit.kumar@hoj.com,+916419267295,Americas,UAE,2020-10-15,ON_LEAVE,emp_256.jpg,#4ECDC4,OLD256,256,1,emp_256,1,user_icon,GROUP10,BATCH_2023
EMP00257,Deepika Gupta,Store Manager,Customer Service,deepika.gupta@hoj.com,+918106116440,Europe,USA,2025-09-17,INACTIVE,emp_257.jpg,#FF6B6B,OLD257,257,0,emp_257,1,user_icon,GROUP6,BATCH_2024
EMP00258,Vikram Desai,Store Manager,Sales,vikram.desai@hoj.com,+919947283999,Asia-South,UAE,2025-07-16,ACTIVE,emp_258.jpg,#4ECDC4,OLD258,258,0,emp_258,1,user_icon,GROUP2,BATCH_2022
EMP00259,Neha Reddy,Assistant,HR,neha.reddy@hoj.com,+918577033863,Asia-East,Singapore,2025-11-27,ACTIVE,emp_259.jpg,#45B7D1,OLD259,259,0,emp_259,0,user_icon,GROUP10,BATCH_2024
EMP00260,Mohit Verma,Assistant,Customer Service,mohit.verma@hoj.com,+917816656823,Asia-South,Singapore,2021-11-04,ON_LEAVE,emp_260.jpg,#4ECDC4,OLD260,260,1,emp_260,1,user_icon,GROUP1,BATCH_2024
EMP00261,Deepika Patel,Director,Customer Service,deepika.patel@hoj.com,+918903725011,Asia-East,UAE,2025-06-18,INACTIVE,emp_261.jpg,#4ECDC4,OLD261,261,1,emp_261,1,user_icon,GROUP7,BATCH_2026
EMP00262,Arjun Reddy,Director,IT,arjun.reddy@hoj.com,,Asia-East,UAE,2024-06-19,ON_LEAVE,emp_262.jpg,#45B7D1,OLD262,262,1,emp_262,1,user_icon,GROUP2,BATCH_2026
EMP00263,Deepika Joshi,Supervisor,Sales,deepika.joshi@hoj.com,+918016549022,Middle East,Singapore,2026-04-19,ACTIVE,emp_263.jpg,#4ECDC4,OLD263,263,0,emp_263,1,user_icon,GROUP9,BATCH_2022
EMP00264,Priya Gupta,Supervisor,Finance,priya.gupta@hoj.com,+919063075366,Asia-South,India,2023-12-14,ON_LEAVE,emp_264.jpg,#45B7D1,OLD264,264,0,emp_264,1,user_icon,GROUP4,BATCH_2026
EMP00265,Priya Gupta,Manager,IT,priya.gupta@hoj.com,+917292952477,Americas,UAE,2023-09-27,ACTIVE,emp_265.jpg,#45B7D1,OLD265,265,1,emp_265,1,user_icon,GROUP7,BATCH_2021
EMP00266,Neha Nair,Supervisor,HR,neha.nair@hoj.com,+916228000049,Americas,USA,2022-02-14,INACTIVE,emp_266.jpg,#4ECDC4,OLD266,266,1,emp_266,0,user_icon,GROUP6,BATCH_2025
EMP00267,Vikram Gupta,Analyst,HR,vikram.gupta@hoj.com,+916972375867,Middle East,India,2021-04-07,ACTIVE,emp_267.jpg,#45B7D1,OLD267,267,1,emp_267,0,user_icon,GROUP10,BATCH_2021
EMP00268,Arjun Singh,Executive,HR,arjun.singh@hoj.com,+919431666419,Asia-South,Australia,2024-04-12,ON_LEAVE,emp_268.jpg,#45B7D1,OLD268,268,1,emp_268,0,user_icon,GROUP4,BATCH_2026
EMP00269,Sneha Verma,Store Manager,Sales,sneha.verma@hoj.com,+916304758665,Americas,UAE,2025-09-01,INACTIVE,emp_269.jpg,#45B7D1,OLD269,269,1,emp_269,1,user_icon,GROUP4,BATCH_2025
EMP00270,Arjun Joshi,Analyst,Operations,arjun.joshi@hoj.com,+918870716248,Middle East,Australia,2021-12-11,ON_LEAVE,emp_270.jpg,#4ECDC4,OLD270,270,0,emp_270,0,user_icon,GROUP4,BATCH_2023
EMP00271,Vikram Kumar,Supervisor,Operations,vikram.kumar@hoj.com,+919259236976,Asia-East,Australia,2022-11-25,ACTIVE,emp_271.jpg,#FF6B6B,OLD271,271,0,emp_271,1,user_icon,GROUP8,BATCH_2024
EMP00272,Mohit Singh,Store Manager,Operations,mohit.singh@hoj.com,+918581607898,Americas,UK,2025-01-26,ON_LEAVE,emp_272.jpg,#4ECDC4,OLD272,272,0,emp_272,1,user_icon,GROUP9,BATCH_2022
EMP00273,Arjun Gupta,Director,HR,arjun.gupta@hoj.com,+918162427890,Asia-South,UAE,2021-12-12,ON_LEAVE,emp_273.jpg,#4ECDC4,OLD273,273,0,emp_273,0,user_icon,GROUP10,BATCH_2026
EMP00274,Deepika Sharma,Analyst,Operations,deepika.sharma@hoj.com,+916283585141,Middle East,India,2026-01-07,INACTIVE,emp_274.jpg,#FF6B6B,OLD274,274,0,emp_274,1,user_icon,GROUP7,BATCH_2025
EMP00275,Vikram Desai,Analyst,HR,vikram.desai@hoj.com,+917453820713,Europe,UK,2021-04-18,ON_LEAVE,emp_275.jpg,#45B7D1,OLD275,275,0,emp_275,1,user_icon,GROUP2,BATCH_2022
EMP00276,Priya Kumar,Assistant,Inventory,priya.kumar@hoj.com,+917296148137,Asia-East,UAE,2021-06-29,ON_LEAVE,emp_276.jpg,#FF6B6B,OLD276,276,1,emp_276,1,user_icon,GROUP9,BATCH_2023
EMP00277,Rajesh Patel,Manager,Finance,rajesh.patel@hoj.com,+919031811559,Asia-South,Singapore,2022-05-21,ACTIVE,emp_277.jpg,#FF6B6B,OLD277,277,1,emp_277,0,user_icon,GROUP5,BATCH_2022
EMP00278,Amit Patel,Supervisor,Inventory,amit.patel@hoj.com,+916188330734,Europe,UK,2022-04-21,INACTIVE,emp_278.jpg,#45B7D1,OLD278,278,0,emp_278,1,user_icon,GROUP1,BATCH_2023
EMP00279,Mohit Patel,Executive,Inventory,mohit.patel@hoj.com,+918344627595,Middle East,Australia,2026-01-13,INACTIVE,emp_279.jpg,#4ECDC4,OLD279,279,1,emp_279,0,user_icon,GROUP2,BATCH_2022
EMP00280,Deepika Sharma,Store Manager,Inventory,deepika.sharma@hoj.com,+916986066886,Europe,Australia,2024-08-16,ON_LEAVE,emp_280.jpg,#4ECDC4,OLD280,280,0,emp_280,1,user_icon,GROUP8,BATCH_2022
EMP00281,Sneha Patel,Director,Inventory,sneha.patel@hoj.com,+916803198021,Asia-East,UAE,2025-06-23,INACTIVE,emp_281.jpg,#45B7D1,OLD281,281,0,emp_281,0,user_icon,GROUP9,BATCH_2023
EMP00282,Rajesh Verma,Supervisor,IT,rajesh.verma@hoj.com,+917037777393,Americas,India,2023-12-07,ON_LEAVE,emp_282.jpg,#45B7D1,OLD282,282,0,emp_282,0,user_icon,GROUP5,BATCH_2021
EMP00283,Anjali Sharma,Supervisor,Customer Service,anjali.sharma@hoj.com,+919025723082,Europe,India,2022-06-15,INACTIVE,emp_283.jpg,#FF6B6B,OLD283,283,1,emp_283,1,user_icon,GROUP3,BATCH_2024
EMP00284,Vikram Reddy,Store Manager,Sales,vikram.reddy@hoj.com,,Asia-East,Australia,2024-03-12,INACTIVE,emp_284.jpg,#4ECDC4,OLD284,284,0,emp_284,1,user_icon,GROUP6,BATCH_2026
EMP00285,Mohit Reddy,Analyst,HR,mohit.reddy@hoj.com,+917708704414,Middle East,Singapore,2024-03-18,INACTIVE,emp_285.jpg,#FF6B6B,OLD285,285,0,emp_285,0,user_icon,GROUP4,BATCH_2024
EMP00286,Priya Kumar,Supervisor,Finance,priya.kumar@hoj.com,+916656940434,Middle East,UK,2024-01-04,INACTIVE,emp_286.jpg,#45B7D1,OLD286,286,0,emp_286,1,user_icon,GROUP1,BATCH_2025
EMP00287,Neha Verma,Supervisor,Inventory,neha.verma@hoj.com,+917289887155,Europe,UAE,2025-08-24,ACTIVE,emp_287.jpg,#4ECDC4,OLD287,287,0,emp_287,0,user_icon,GROUP9,BATCH_2022
EMP00288,Neha Joshi,Coordinator,Inventory,neha.joshi@hoj.com,+919889558522,Asia-South,UK,2025-03-18,INACTIVE,emp_288.jpg,#4ECDC4,OLD288,288,0,emp_288,1,user_icon,GROUP4,BATCH_2026
EMP00289,Anjali Gupta,Store Manager,HR,anjali.gupta@hoj.com,+918153706204,Asia-East,India,2023-05-18,ON_LEAVE,emp_289.jpg,#4ECDC4,OLD289,289,1,emp_289,0,user_icon,GROUP2,BATCH_2024
EMP00290,Anjali Singh,Analyst,Sales,anjali.singh@hoj.com,+919423728556,Asia-South,USA,2025-09-25,ON_LEAVE,emp_290.jpg,#FF6B6B,OLD290,290,0,emp_290,1,user_icon,GROUP1,BATCH_2026
EMP00291,Amit Joshi,Coordinator,Customer Service,amit.joshi@hoj.com,+917756825625,Europe,USA,2024-12-28,INACTIVE,emp_291.jpg,#4ECDC4,OLD291,291,1,emp_291,1,user_icon,GROUP10,BATCH_2025
EMP00292,Neha Nair,Supervisor,Finance,neha.nair@hoj.com,+916679780145,Middle East,USA,2021-03-02,INACTIVE,emp_292.jpg,#4ECDC4,OLD292,292,1,emp_292,1,user_icon,GROUP6,BATCH_2024
EMP00293,Anjali Kumar,Coordinator,Customer Service,anjali.kumar@hoj.com,+919481075013,Americas,Australia,2025-08-17,ON_LEAVE,emp_293.jpg,#45B7D1,OLD293,293,0,emp_293,1,user_icon,GROUP1,BATCH_2022
EMP00294,Amit Nair,Store Manager,Operations,amit.nair@hoj.com,+917132699048,Americas,UK,2024-01-21,ON_LEAVE,emp_294.jpg,#45B7D1,OLD294,294,1,emp_294,0,user_icon,GROUP8,BATCH_2021
EMP00295,Amit Patel,Supervisor,Customer Service,amit.patel@hoj.com,+917757925561,Asia-East,USA,2025-02-28,ON_LEAVE,emp_295.jpg,#45B7D1,OLD295,295,0,emp_295,0,user_icon,GROUP7,BATCH_2023
EMP00296,Mohit Joshi,Executive,Sales,mohit.joshi@hoj.com,+918866327831,Asia-South,UK,2024-09-08,INACTIVE,emp_296.jpg,#45B7D1,OLD296,296,0,emp_296,0,user_icon,GROUP9,BATCH_2022
EMP00297,Rajesh Sharma,Store Manager,Operations,rajesh.sharma@hoj.com,+919105509584,Europe,India,2022-08-06,INACTIVE,emp_297.jpg,#FF6B6B,OLD297,297,0,emp_297,0,user_icon,GROUP9,BATCH_2025
EMP00298,Vikram Patel,Coordinator,Operations,vikram.patel@hoj.com,+917137783193,Europe,Singapore,2022-07-09,ON_LEAVE,emp_298.jpg,#4ECDC4,OLD298,298,1,emp_298,1,user_icon,GROUP10,BATCH_2021
EMP00299,Arjun Singh,Coordinator,Operations,arjun.singh@hoj.com,+919451605237,Europe,Australia,2024-06-28,INACTIVE,emp_299.jpg,#45B7D1,OLD299,299,0,emp_299,1,user_icon,GROUP8,BATCH_2021
EMP00300,Priya Sharma,Assistant,IT,priya.sharma@hoj.com,+918540252636,Middle East,UK,2026-02-21,ACTIVE,emp_300.jpg,#FF6B6B,OLD300,300,1,emp_300,1,user_icon,GROUP5,BATCH_2021
EMP00301,Mohit Joshi,Director,HR,mohit.joshi@hoj.com,+916209132270,Europe,UK,2023-11-15,ACTIVE,emp_301.jpg,#FF6B6B,OLD301,301,1,emp_301,1,user_icon,GROUP1,BATCH_2021
EMP00302,Mohit Patel,Executive,Finance,mohit.patel@hoj.com,+917334847541,Americas,India,2021-04-29,ON_LEAVE,emp_302.jpg,#4ECDC4,OLD302,302,1,emp_302,1,user_icon,GROUP1,BATCH_2023
EMP00303,Mohit Joshi,Assistant,Customer Service,mohit.joshi@hoj.com,+916896949531,Asia-South,UAE,2023-12-29,ACTIVE,emp_303.jpg,#4ECDC4,OLD303,303,0,emp_303,0,user_icon,GROUP5,BATCH_2021
EMP00304,Neha Desai,Manager,Operations,neha.desai@hoj.com,+919862536982,Middle East,UK,2022-02-27,INACTIVE,emp_304.jpg,#4ECDC4,OLD304,304,1,emp_304,0,user_icon,GROUP2,BATCH_2026
EMP00305,Amit Joshi,Analyst,Inventory,amit.joshi@hoj.com,+916676856608,Middle East,Australia,2024-07-14,ACTIVE,emp_305.jpg,#45B7D1,OLD305,305,0,emp_305,0,user_icon,GROUP10,BATCH_2024
EMP00306,Sneha Patel,Supervisor,Inventory,sneha.patel@hoj.com,+917498864935,Asia-East,Singapore,2023-11-20,INACTIVE,emp_306.jpg,#45B7D1,OLD306,306,1,emp_306,0,user_icon,GROUP7,BATCH_2021
EMP00307,Vikram Reddy,Director,IT,vikram.reddy@hoj.com,+919791506431,Middle East,UAE,2022-02-02,ACTIVE,emp_307.jpg,#4ECDC4,OLD307,307,0,emp_307,0,user_icon,GROUP10,BATCH_2024
EMP00308,Mohit Reddy,Assistant,Customer Service,mohit.reddy@hoj.com,+917674826092,Middle East,UK,2024-03-27,ON_LEAVE,emp_308.jpg,#4ECDC4,OLD308,308,0,emp_308,1,user_icon,GROUP7,BATCH_2021
EMP00309,Deepika Singh,Analyst,Operations,deepika.singh@hoj.com,+919918767461,Middle East,Australia,2021-03-20,ACTIVE,emp_309.jpg,#45B7D1,OLD309,309,1,emp_309,0,user_icon,GROUP4,BATCH_2021
EMP00310,Arjun Nair,Executive,Operations,arjun.nair@hoj.com,+916223520288,Middle East,Australia,2026-04-10,INACTIVE,emp_310.jpg,#FF6B6B,OLD310,310,0,emp_310,1,user_icon,GROUP9,BATCH_2025
EMP00311,Arjun Nair,Director,Customer Service,arjun.nair@hoj.com,+916273752878,Asia-South,USA,2023-11-30,INACTIVE,emp_311.jpg,#45B7D1,OLD311,311,1,emp_311,0,user_icon,GROUP4,BATCH_2026
EMP00312,Mohit Reddy,Coordinator,Operations,mohit.reddy@hoj.com,+917768958727,Europe,UK,2024-11-02,ON_LEAVE,emp_312.jpg,#45B7D1,OLD312,312,1,emp_312,0,user_icon,GROUP10,BATCH_2023
EMP00313,Sneha Kumar,Director,IT,sneha.kumar@hoj.com,+916538939975,Asia-South,UK,2025-07-31,INACTIVE,emp_313.jpg,#45B7D1,OLD313,313,0,emp_313,1,user_icon,GROUP7,BATCH_2021
EMP00314,Mohit Desai,Coordinator,Sales,mohit.desai@hoj.com,+918227445508,Americas,USA,2022-10-01,INACTIVE,emp_314.jpg,#45B7D1,OLD314,314,1,emp_314,0,user_icon,GROUP8,BATCH_2026
EMP00315,Mohit Desai,Coordinator,Inventory,mohit.desai@hoj.com,+917094676299,Americas,USA,2026-03-21,ON_LEAVE,emp_315.jpg,#FF6B6B,OLD315,315,0,emp_315,1,user_icon,GROUP10,BATCH_2021
EMP00316,Deepika Sharma,Director,Operations,,+918563983242,Europe,UAE,2022-09-06,ON_LEAVE,emp_316.jpg,#FF6B6B,OLD316,316,0,emp_316,1,user_icon,GROUP6,BATCH_2022
EMP00317,Neha Verma,Supervisor,Customer Service,neha.verma@hoj.com,+918575210235,Asia-South,Singapore,2023-04-30,ACTIVE,emp_317.jpg,#4ECDC4,OLD317,317,1,emp_317,0,user_icon,GROUP10,BATCH_2022
EMP00318,Priya Sharma,Executive,HR,priya.sharma@hoj.com,+916333763498,Americas,India,2024-12-21,INACTIVE,emp_318.jpg,#4ECDC4,OLD318,318,0,emp_318,0,user_icon,GROUP6,BATCH_2026
EMP00319,Priya Gupta,Manager,Inventory,,+916822735190,Europe,India,2023-01-04,ACTIVE,emp_319.jpg,#4ECDC4,OLD319,319,1,emp_319,0,user_icon,GROUP1,BATCH_2021
EMP00320,Vikram Desai,Director,IT,vikram.desai@hoj.com,+917685149751,Middle East,India,2022-01-08,ACTIVE,emp_320.jpg,#4ECDC4,OLD320,320,1,emp_320,0,user_icon,GROUP8,BATCH_2023
EMP00321,Neha Reddy,Manager,IT,neha.reddy@hoj.com,+919374173193,Asia-South,India,2025-07-04,ON_LEAVE,emp_321.jpg,#FF6B6B,OLD321,321,1,emp_321,1,user_icon,GROUP8,BATCH_2022
EMP00322,Mohit Patel,Supervisor,Inventory,mohit.patel@hoj.com,+916985839237,Europe,Australia,2021-12-17,INACTIVE,emp_322.jpg,#4ECDC4,OLD322,322,0,emp_322,0,user_icon,GROUP1,BATCH_2024
EMP00323,Rajesh Kumar,Director,Sales,rajesh.kumar@hoj.com,+916189799495,Middle East,USA,2022-09-16,INACTIVE,emp_323.jpg,#45B7D1,OLD323,323,1,emp_323,0,user_icon,GROUP6,BATCH_2021
EMP00324,Vikram Sharma,Executive,Operations,vikram.sharma@hoj.com,+916973789553,Asia-South,Australia,2021-07-12,ACTIVE,emp_324.jpg,#45B7D1,OLD324,324,0,emp_324,1,user_icon,GROUP5,BATCH_2022
EMP00325,Deepika Kumar,Analyst,Sales,deepika.kumar@hoj.com,+918453608791,Asia-East,Australia,2024-07-23,INACTIVE,emp_325.jpg,#45B7D1,OLD325,325,0,emp_325,1,user_icon,GROUP1,BATCH_2026
EMP00326,Sneha Patel,Manager,Finance,sneha.patel@hoj.com,+917992588399,Middle East,Australia,2021-04-09,ACTIVE,emp_326.jpg,#45B7D1,OLD326,326,0,emp_326,1,user_icon,GROUP5,BATCH_2022
EMP00327,Neha Gupta,Supervisor,Operations,neha.gupta@hoj.com,+918428864416,Europe,Australia,2021-06-07,INACTIVE,emp_327.jpg,#FF6B6B,OLD327,327,1,emp_327,1,user_icon,GROUP6,BATCH_2026
EMP00328,Anjali Joshi,Assistant,Inventory,anjali.joshi@hoj.com,+918094601599,Middle East,USA,2025-11-02,ON_LEAVE,emp_328.jpg,#4ECDC4,OLD328,328,0,emp_328,0,user_icon,GROUP7,BATCH_2022
EMP00329,Arjun Patel,Executive,Inventory,arjun.patel@hoj.com,+916251117188,Asia-East,UAE,2022-11-20,ON_LEAVE,emp_329.jpg,#4ECDC4,OLD329,329,0,emp_329,1,user_icon,GROUP8,BATCH_2025
EMP00330, Arjun Nair,Analyst,HR,arjun.nair@hoj.com,+917910113097,Middle East,UK,2024-03-28,ACTIVE,emp_330.jpg,#4ECDC4,OLD330,330,0,emp_330,0,user_icon,GROUP1,BATCH_2024
EMP00331,Rajesh Patel,Executive,IT,rajesh.patel@hoj.com,+917599209613,Americas,UK,2021-04-09,INACTIVE,emp_331.jpg,#45B7D1,OLD331,331,1,emp_331,1,user_icon,GROUP4,BATCH_2021
EMP00332,Rajesh Kumar,Manager,Finance,rajesh.kumar@hoj.com,+917423527495,Asia-South,Australia,2023-06-03,INACTIVE,emp_332.jpg,#4ECDC4,OLD332,332,1,emp_332,1,user_icon,GROUP9,BATCH_2025
EMP00333,Deepika Reddy,Supervisor,IT,deepika.reddy@hoj.com,+917004695116,Americas,Australia,2022-07-15,INACTIVE,emp_333.jpg,#4ECDC4,OLD333,333,1,emp_333,1,user_icon,GROUP9,BATCH_2023
EMP00334,Arjun Verma,Executive,Finance,arjun.verma@hoj.com,+919243938812,Europe,India,2025-11-14,ACTIVE,emp_334.jpg,#45B7D1,OLD334,334,0,emp_334,0,user_icon,GROUP7,BATCH_2024
EMP00335,Amit Joshi,Executive,Customer Service,amit.joshi@hoj.com,+916406410798,Americas,UAE,2025-04-11,ACTIVE,emp_335.jpg,#4ECDC4,OLD335,335,0,emp_335,0,user_icon,GROUP8,BATCH_2023
EMP00336,Anjali Desai,Manager,HR,anjali.desai@hoj.com,+917842969008,Asia-East,UAE,2025-12-17,INACTIVE,emp_336.jpg,#FF6B6B,OLD336,336,1,emp_336,1,user_icon,GROUP10,BATCH_2025
EMP00337,Amit Kumar,Coordinator,Inventory,amit.kumar@hoj.com,+917163869857,Asia-South,USA,2023-06-07,ACTIVE,emp_337.jpg,#45B7D1,OLD337,337,0,emp_337,1,user_icon,GROUP1,BATCH_2023
EMP00338,Anjali Reddy,Assistant,HR,anjali.reddy@hoj.com,+917073316098,Asia-South,Singapore,2023-03-25,INACTIVE,emp_338.jpg,#45B7D1,OLD338,338,1,emp_338,1,user_icon,GROUP7,BATCH_2022
EMP00339,Vikram Kumar,Assistant,Customer Service,vikram.kumar@hoj.com,+916166702329,Asia-East,Singapore,2022-08-03,INACTIVE,emp_339.jpg,#45B7D1,OLD339,339,0,emp_339,0,user_icon,GROUP6,BATCH_2026
EMP00340,Deepika Singh  Deepika Singh,Assistant,Finance,deepika.singh@hoj.com,+918202012471,Asia-East,USA,2022-11-10,INACTIVE,emp_340.jpg,#FF6B6B,OLD340,340,1,emp_340,0,user_icon,GROUP5,BATCH_2024
EMP00341,Amit Singh,Assistant,IT,amit.singh@hoj.com,+917616176194,Americas,UAE,2022-11-30,ON_LEAVE,emp_341.jpg,#FF6B6B,OLD341,341,0,emp_341,0,user_icon,GROUP6,BATCH_2022
EMP00342,Anjali Verma,Coordinator,IT,anjali.verma@hoj.com,+916453126124,Asia-South,UK,2024-01-07,ON_LEAVE,emp_342.jpg,#FF6B6B,OLD342,342,0,emp_342,0,user_icon,GROUP4,BATCH_2026
EMP00343,Amit Nair,Coordinator,Finance,amit.nair@hoj.com,+918042818154,Europe,Australia,2021-05-05,INACTIVE,emp_343.jpg,#FF6B6B,OLD343,343,1,emp_343,1,user_icon,GROUP9,BATCH_2021
EMP00344,Priya Nair,Store Manager,Inventory,priya.nair@hoj.com,+917310547434,Americas,Singapore,2024-03-08,ACTIVE,emp_344.jpg,#FF6B6B,OLD344,344,0,emp_344,0,user_icon,GROUP5,BATCH_2025
EMP00345,Sneha Desai,Supervisor,Customer Service,sneha.desai@hoj.com,+918915113244,Asia-South,India,2022-10-04,ACTIVE,emp_345.jpg,#4ECDC4,OLD345,345,1,emp_345,0,user_icon,GROUP5,BATCH_2024
EMP00346,Amit Nair,Store Manager,IT,amit.nair@hoj.com,+918187721502,Asia-East,Australia,2020-09-30,ON_LEAVE,emp_346.jpg,#45B7D1,OLD346,346,1,emp_346,0,user_icon,GROUP6,BATCH_2024
EMP00347,Mohit Patel,Executive,Customer Service,mohit.patel@hoj.com,+917338929037,Asia-East,Singapore,2022-11-19,ON_LEAVE,emp_347.jpg,#4ECDC4,OLD347,347,1,emp_347,0,user_icon,GROUP10,BATCH_2022
EMP00348,Neha Singh,Analyst,Inventory,neha.singh@hoj.com,+919001536350,Europe,USA,2023-04-22,INACTIVE,emp_348.jpg,#FF6B6B,OLD348,348,1,emp_348,0,user_icon,GROUP1,BATCH_2025
EMP00349,Arjun Verma,Assistant,Inventory,arjun.verma@hoj.com,+919098818899,Asia-East,UK,2022-10-27,INACTIVE,emp_349.jpg,#4ECDC4,OLD349,349,1,emp_349,0,user_icon,GROUP2,BATCH_2021
EMP00350,Mohit Verma,Manager,HR,mohit.verma@hoj.com,+918536246772,Americas,UAE,2022-02-26,INACTIVE,emp_350.jpg,#FF6B6B,OLD350,350,0,emp_350,1,user_icon,GROUP5,BATCH_2023
EMP00351,Rajesh Patel,Assistant,IT,rajesh.patel@hoj.com,+917630479335,Asia-South,UK,2024-11-09,INACTIVE,emp_351.jpg,#45B7D1,OLD351,351,1,emp_351,1,user_icon,GROUP6,BATCH_2021
EMP00352,Priya Desai,Executive,Finance,priya.desai@hoj.com,+917032733714,Americas,India,2025-11-16,INACTIVE,emp_352.jpg,#45B7D1,OLD352,352,0,emp_352,0,user_icon,GROUP5,BATCH_2026
EMP00353,Deepika Joshi,Supervisor,HR,deepika.joshi@hoj.com,+916845121567,Middle East,Australia,2021-07-08,INACTIVE,emp_353.jpg,#45B7D1,OLD353,353,1,emp_353,1,user_icon,GROUP5,BATCH_2021
EMP00354,Deepika Joshi,Executive,Sales,deepika.joshi@hoj.com,+916656355051,Middle East,USA,2021-02-18,ON_LEAVE,emp_354.jpg,#45B7D1,OLD354,354,1,emp_354,1,user_icon,GROUP2,BATCH_2024
EMP00355,Priya Singh,Coordinator,Operations,priya.singh@hoj.com,+919868768618,Americas,Singapore,2025-01-17,ON_LEAVE,emp_355.jpg,#4ECDC4,OLD355,355,1,emp_355,0,user_icon,GROUP2,BATCH_2026
EMP00356,Anjali Verma,Assistant,Finance,anjali.verma@hoj.com,+916344698499,Asia-East,USA,2022-06-27,ON_LEAVE,emp_356.jpg,#45B7D1,OLD356,356,1,emp_356,1,user_icon,GROUP1,BATCH_2024
EMP00357,Amit Desai,Analyst,Finance,amit.desai@hoj.com,+919240480995,Asia-South,UK,2021-03-11,ACTIVE,emp_357.jpg,#4ECDC4,OLD357,357,1,emp_357,0,user_icon,GROUP5,BATCH_2022
EMP00358,Vikram Desai,Supervisor,Customer Service,vikram.desai@hoj.com,+918052889874,Europe,Australia,2022-06-05,ON_LEAVE,emp_358.jpg,#45B7D1,OLD358,358,1,emp_358,0,user_icon,GROUP1,BATCH_2026
EMP00359,Priya Kumar,Store Manager,IT,priya.kumar@hoj.com,+916426100893,Americas,Australia,2022-06-01,ON_LEAVE,emp_359.jpg,#45B7D1,OLD359,359,1,emp_359,0,user_icon,GROUP2,BATCH_2021
EMP00360,Rajesh Kumar,Coordinator,Customer Service,rajesh.kumar@hoj.com,+917061552316,Middle East,UK,2025-12-18,ACTIVE,emp_360.jpg,#4ECDC4,OLD360,360,0,emp_360,0,user_icon,GROUP10,BATCH_2025
EMP00361,Deepika Singh,Store Manager,HR,deepika.singh@hoj.com,+916247379067,Middle East,UK,2022-04-02,ON_LEAVE,emp_361.jpg,#45B7D1,OLD361,361,0,emp_361,1,user_icon,GROUP3,BATCH_2024
EMP00362,Mohit Reddy,Supervisor,Operations,mohit.reddy@hoj.com,+917111021686,Middle East,UAE,2023-04-28,ACTIVE,emp_362.jpg,#4ECDC4,OLD362,362,0,emp_362,1,user_icon,GROUP7,BATCH_2023
EMP00363,Mohit Desai,Store Manager,Operations,mohit.desai@hoj.com,+917033555546,Asia-East,UAE,2023-10-14,ON_LEAVE,emp_363.jpg,#45B7D1,OLD363,363,1,emp_363,0,user_icon,GROUP1,BATCH_2026
EMP00364,Arjun Reddy,Manager,IT,arjun.reddy@hoj.com,+916237510311,Americas,Singapore,2024-01-22,ON_LEAVE,emp_364.jpg,#4ECDC4,OLD364,364,0,emp_364,0,user_icon,GROUP8,BATCH_2025
EMP00365,Priya Gupta,Coordinator,IT,priya.gupta@hoj.com,+916246600533,Middle East,USA,2020-11-28,ON_LEAVE,emp_365.jpg,#4ECDC4,OLD365,365,1,emp_365,1,user_icon,GROUP6,BATCH_2025
EMP00366,Arjun Reddy,Director,Customer Service,arjun.reddy@hoj.com,+916413092821,Americas,UK,2021-02-16,ACTIVE,emp_366.jpg,#45B7D1,OLD366,366,0,emp_366,1,user_icon,GROUP4,BATCH_2021
EMP00367,Mohit Kumar,Store Manager,Finance,mohit.kumar@hoj.com,+917564115969,Europe,Australia,2024-03-26,ON_LEAVE,emp_367.jpg,#45B7D1,OLD367,367,1,emp_367,1,user_icon,GROUP1,BATCH_2022
EMP00368,Priya Sharma,Assistant,Inventory,priya.sharma@hoj.com,+917211744407,Americas,Australia,2025-07-20,ON_LEAVE,emp_368.jpg,#FF6B6B,OLD368,368,1,emp_368,1,user_icon,GROUP7,BATCH_2023
EMP00369,Amit Singh,Assistant,Sales,amit.singh@hoj.com,+918159927181,Asia-East,India,2025-07-16,ON_LEAVE,emp_369.jpg,#4ECDC4,OLD369,369,1,emp_369,0,user_icon,GROUP7,BATCH_2026
